,contribution_receipt_amount,contributor_zip,party
15422,25.0,54773,REP
15423,25.0,89129,REP
15424,100.0,23462,REP
15425,100.0,76017,REP
15426,40.0,85344,REP
15427,100.0,76017,REP
15428,25.0,33950,REP
15429,50.0,45040,REP
15430,25.0,16701,REP
15431,100.0,32507,REP
15432,25.0,4564,REP
15433,25.0,73449,REP
15434,25.0,78028,REP
15435,25.0,31411,REP
15436,100.0,71603,REP
15437,50.0,37343,REP
15438,500.0,32217,REP
15439,50.0,34104,REP
15440,25.0,10705,REP
15441,100.0,11791,REP
15442,35.0,32195,REP
15443,50.0,79912,REP
15444,20.0,79912,REP
15445,50.0,73086,REP
15446,25.0,90039,REP
15447,100.0,98639,REP
15448,35.0,27106,REP
15449,35.0,27106,REP
15450,150.0,28681,REP
15451,250.0,61704,REP
15452,100.0,85712,REP
15453,100.0,63032,REP
15454,5.0,48118,REP
15455,100.0,70131,REP
15456,50.0,97221,REP
15457,50.0,97520,REP
15458,100.0,30338,REP
15459,50.0,37133,REP
15460,50.0,93257,REP
15461,500.0,57103,REP
15462,15.0,80601,REP
15463,20.0,66801,REP
15464,100.0,56517,REP
15465,50.0,32405,REP
15466,50.0,72205,REP
15467,100.0,95401,REP
15468,35.0,39739,REP
15469,76.0,54701,REP
15470,200.0,60542,REP
15471,150.0,33156,REP
15472,50.0,6804,REP
15473,50.0,39120,REP
15474,26.0,90802,REP
15475,25.0,98374,REP
15476,25.0,91320,REP
15477,35.0,98498,REP
15478,50.0,53214,REP
15479,50.0,85249,REP
15480,100.0,43008,REP
15481,100.0,97219,REP
15482,50.0,62401,REP
15483,25.0,93021,REP
15484,100.0,7730,REP
15485,2.0,94920,REP
15486,200.0,6438,REP
15487,15.0,81132,REP
15488,500.0,95821,REP
15489,100.0,88260,REP
15490,16.0,14011,REP
15491,25.0,85340,REP
15492,100.0,33143,REP
15493,30.0,80233,REP
15494,200.0,97504,REP
15495,200.0,50208,REP
15496,51.0,99517,REP
15497,100.0,66604,REP
15498,45.0,75075,REP
15499,80.0,15234,REP
15500,25.0,33021,REP
15501,50.0,30188,REP
15502,35.0,29445,REP
15503,100.0,45245,REP
15504,50.0,92069,REP
15505,20.0,60174,REP
15506,50.0,46107,REP
15507,25.0,70663,REP
15508,25.0,20111,REP
15509,300.0,92677,REP
15510,50.0,10128,REP
15511,50.0,97225,REP
15512,25.0,92656,REP
15513,20.0,19382,REP
15514,50.0,32606,REP
15515,500.0,61008,REP
15516,15.0,48739,REP
15517,100.0,94159,REP
15518,25.0,85374,REP
15519,50.0,79410,REP
15520,50.0,34217,REP
15521,25.0,96338,REP
15522,50.0,6052,REP
15523,500.0,19010,REP
15524,100.0,47630,REP
15525,20.0,92117,REP
15526,100.0,80122,REP
15527,35.0,11738,REP
15528,25.0,98661,REP
15529,50.0,98661,REP
15530,35.0,75227,REP
15531,25.0,64056,REP
15532,2300.0,87199,REP
15533,50.0,30022,REP
15534,50.0,94024,REP
15535,25.0,33458,REP
15536,2300.0,35243,REP
15537,100.0,60026,REP
15538,50.0,93463,REP
15539,200.0,77546,REP
15540,50.0,11104,REP
15541,26.0,22201,REP
15542,26.0,92021,REP
15543,25.0,6762,REP
15544,200.0,46341,REP
15545,125.0,78633,REP
15546,2000.0,2493,REP
15547,25.0,72946,REP
15548,2300.0,33477,REP
15549,25.0,89011,REP
15550,200.0,2906,REP
15551,100.0,63376,REP
15552,100.0,54027,REP
15553,20.0,97501,REP
15554,10.0,55437,REP
15555,50.0,33018,REP
15556,10.0,85266,REP
15557,250.0,86332,REP
15558,25.0,97702,REP
15559,25.0,54843,REP
15560,100.0,80227,REP
15561,40.0,31052,REP
15562,1000.0,85014,REP
15563,100.0,29938,REP
15564,300.0,80121,REP
15565,150.0,44122,REP
15566,25.0,73016,REP
15567,500.0,81520,REP
15568,100.0,19343,REP
15569,50.0,34109,REP
15570,100.0,85268,REP
15571,15.0,84310,REP
15572,25.0,48162,REP
15573,300.0,23805,REP
15574,40.0,23005,REP
15575,50.0,1760,REP
15576,125.0,85253,REP
15577,50.0,97520,REP
15578,10.0,96080,REP
15579,35.0,39817,REP
15580,25.0,30907,REP
15581,50.0,60025,REP
15582,50.0,92020,REP
15583,250.0,39367,REP
15584,60.0,78962,REP
15585,25.0,49336,REP
15586,40.0,75252,REP
15587,20.0,62293,REP
15588,500.0,85253,REP
15589,20.0,98382,REP
15590,50.0,76013,REP
15591,20.0,59711,REP
15592,600.0,80111,REP
15593,100.0,29621,REP
15594,25.0,23336,REP
15595,50.0,55963,REP
15596,500.0,56281,REP
15597,1000.0,65201,REP
15598,21.0,94513,REP
15599,50.0,99510,REP
15600,100.0,46350,REP
15601,100.0,66502,REP
15602,200.0,72002,REP
15603,50.0,75904,REP
15604,25.0,32941,REP
15605,25.0,32941,REP
15606,100.0,55346,REP
15607,100.0,55119,REP
15608,200.0,66205,REP
15609,25.0,32780,REP
15610,20.0,11565,REP
15611,100.0,70563,REP
15612,25.0,1851,REP
15613,500.0,78610,REP
15614,25.0,55116,REP
15615,15.0,35120,REP
15616,100.0,98802,REP
15617,100.0,41102,REP
15618,50.0,96734,REP
15619,50.0,37134,REP
15620,50.0,75683,REP
15621,200.0,64701,REP
15622,500.0,92860,REP
15623,200.0,92679,REP
15624,100.0,36804,REP
15625,500.0,71115,REP
15626,25.0,37216,REP
15627,50.0,32903,REP
15628,20.0,60646,REP
15629,27.0,83226,REP
15630,2300.0,81001,REP
15631,25.0,27349,REP
15632,25.0,18976,REP
15633,50.0,55044,REP
15634,25.0,85253,REP
15635,25.0,64081,REP
15636,50.0,98801,REP
15637,50.0,2148,REP
15638,150.0,98383,REP
15639,50.0,92101,REP
15640,50.0,92101,REP
15641,100.0,17043,REP
15642,15.0,45236,REP
15643,51.0,48141,REP
15644,25.0,43078,REP
15645,100.0,65355,REP
15646,500.0,33408,REP
15647,25.0,49130,REP
15648,250.0,40701,REP
15649,25.0,35011,REP
15650,50.0,28904,REP
15651,200.0,28613,REP
15652,50.0,4005,REP
15653,50.0,43525,REP
15654,50.0,73112,REP
15655,25.0,92691,REP
15656,50.0,77380,REP
15657,25.0,92117,REP
15658,100.0,30087,REP
15659,50.0,80503,REP
15660,100.0,94806,REP
15661,100.0,93105,REP
15662,25.0,92027,REP
15663,400.0,75503,REP
15664,50.0,55439,REP
15665,50.0,55439,REP
15666,199.0,51012,REP
15667,2000.0,11743,REP
15668,51.0,77304,REP
15669,100.0,34293,REP
15670,50.0,60053,REP
15671,35.0,55130,REP
15672,25.0,97601,REP
15673,250.0,29063,REP
15674,30.0,6515,REP
15675,300.0,75093,REP
15676,100.0,32658,REP
15677,50.0,52352,REP
15678,20.0,91910,REP
15679,25.0,90041,REP
15680,100.0,32765,REP
15681,250.0,65775,REP
15682,100.0,61362,REP
15683,50.0,26102,REP
15684,50.0,26102,REP
15685,100.0,26102,REP
15686,25.0,7724,REP
15687,100.0,34242,REP
15688,500.0,23229,REP
15689,201.0,95963,REP
15690,50.0,78404,REP
15691,20.0,15108,REP
15692,250.0,74006,REP
15693,20.0,17022,REP
15694,200.0,17922,REP
15695,100.0,77025,REP
15696,100.0,45458,REP
15697,70.0,49588,REP
15698,25.0,33914,REP
15699,25.0,62305,REP
15700,100.0,91040,REP
15701,500.0,39568,REP
15702,50.0,32750,REP
15703,50.0,5842,REP
15704,25.0,33477,REP
15705,500.0,46135,REP
15706,100.0,32233,REP
15707,200.0,97107,REP
15708,25.0,93402,REP
15709,25.0,72207,REP
15710,100.0,30143,REP
15711,100.0,48650,REP
15712,100.0,70726,REP
15713,100.0,70360,REP
15714,25.0,33595,REP
15715,100.0,74006,REP
15716,100.0,80424,REP
15717,195.0,80424,REP
15718,20.0,95630,REP
15719,50.0,85263,REP
15720,50.0,48390,REP
15721,25.0,37075,REP
15722,25.0,37075,REP
15723,100.0,95991,REP
15724,25.0,93422,REP
15725,1000.0,39211,REP
15726,25.0,60016,REP
15727,150.0,13066,REP
15728,50.0,94086,REP
15729,200.0,49423,REP
15730,200.0,95501,REP
15731,40.0,89803,REP
15732,75.0,48823,REP
15733,25.0,48603,REP
15734,50.0,17004,REP
15735,25.0,65285,REP
15736,100.0,33308,REP
15737,26.0,29732,REP
15738,100.0,36502,REP
15739,100.0,32578,REP
15740,25.0,11971,REP
15741,150.0,33860,REP
15742,200.0,99573,REP
15743,100.0,99573,REP
15744,500.0,76450,REP
15745,50.0,90005,REP
15746,50.0,72223,REP
15747,221.0,39201,REP
15748,100.0,32501,REP
15749,201.0,53149,REP
15750,100.0,2921,REP
15751,25.0,77571,REP
15752,150.0,95672,REP
15753,1000.0,39567,REP
15754,50.0,46825,REP
15755,50.0,33805,REP
15756,50.0,29414,REP
15757,100.0,2467,REP
15758,100.0,93130,REP
15759,15.0,54826,REP
15760,100.0,7508,REP
15761,50.0,7094,REP
15762,500.0,65809,REP
15763,25.0,7730,REP
15764,25.0,76137,REP
15765,30.0,54459,REP
15766,1000.0,31030,REP
15767,100.0,28634,REP
15768,51.0,97495,REP
15769,15.0,64801,REP
15770,50.0,6457,REP
15771,25.0,47201,REP
15772,2300.0,89103,REP
15773,100.0,28034,REP
15774,24.0,39203,REP
15775,200.0,92101,REP
15776,40.0,77043,REP
15777,100.0,33331,REP
15778,100.0,33331,REP
15779,21.0,63033,REP
15780,100.0,25560,REP
15781,100.0,44120,REP
15782,50.0,55008,REP
15783,100.0,31503,REP
15784,100.0,48092,REP
15785,50.0,52778,REP
15786,100.0,97814,REP
15787,150.0,30030,REP
15788,100.0,33884,REP
15789,25.0,32780,REP
15790,20.0,29706,REP
15791,25.0,68164,REP
15792,25.0,85366,REP
15793,100.0,45840,REP
15794,200.0,99709,REP
15795,50.0,98908,REP
15796,101.0,51301,REP
15797,500.0,63105,REP
15798,26.0,92065,REP
15799,50.0,60010,REP
15800,100.0,56377,REP
15801,20.0,89146,REP
15802,125.0,61614,REP
15803,125.0,61614,REP
15804,100.0,57353,REP
15805,100.0,56537,REP
15806,50.0,6851,REP
15807,100.0,15241,REP
15808,25.0,54313,REP
15809,100.0,15101,REP
15810,1000.0,33455,REP
15811,50.0,46168,REP
15812,100.0,75225,REP
15813,50.0,10314,REP
15814,125.0,44266,REP
15815,25.0,7036,REP
15816,25.0,44129,REP
15817,50.0,48085,REP
15818,500.0,92629,REP
15819,25.0,80132,REP
15820,200.0,83201,REP
15821,50.0,54945,REP
15822,20.0,11758,REP
15823,50.0,97128,REP
15824,25.0,48301,REP
15825,20.0,55118,REP
15826,50.0,11797,REP
15827,50.0,53190,REP
15828,50.0,94011,REP
15829,50.0,53045,REP
15830,100.0,2061,REP
15831,151.0,65804,REP
15832,250.0,53078,REP
15833,35.0,75253,REP
15834,50.0,33813,REP
15835,30.0,15601,REP
15836,36.0,99999,REP
15837,100.0,20854,REP
15838,200.0,20854,REP
15839,800.0,33477,REP
15840,25.0,97034,REP
15841,45.0,76132,REP
15842,21.0,2301,REP
15843,50.0,7306,REP
15844,125.0,77583,REP
15845,100.0,52324,REP
15846,50.0,91942,REP
15847,25.0,34231,REP
15848,25.0,92260,REP
15849,25.0,98664,REP
15850,25.0,61054,REP
15851,25.0,61054,REP
15852,250.0,77382,REP
15853,1000.0,58552,REP
15854,25.0,97140,REP
15855,100.0,42602,REP
15856,500.0,11209,REP
15857,15.0,34491,REP
15858,200.0,32086,REP
15859,300.0,54660,REP
15860,100.0,78676,REP
15861,2000.0,33496,REP
15862,50.0,33143,REP
15863,25.0,85338,REP
15864,50.0,90025,REP
15865,20.0,7005,REP
15866,100.0,90266,REP
15867,20.0,55418,REP
15868,200.0,53190,REP
15869,100.0,85718,REP
15870,100.0,30041,REP
15871,40.0,32708,REP
15872,35.0,28086,REP
15873,50.0,70006,REP
15874,50.0,29803,REP
15875,1000.0,53217,REP
15876,40.0,90278,REP
15877,30.0,90278,REP
15878,25.0,66007,REP
15879,50.0,28901,REP
15880,40.0,95370,REP
15881,30.0,80301,REP
15882,500.0,37745,REP
15883,200.0,63005,REP
15884,100.0,38017,REP
15885,35.0,76665,REP
15886,50.0,46032,REP
15887,25.0,30041,REP
15888,500.0,6840,REP
15889,50.0,66048,REP
15890,100.0,49017,REP
15891,300.0,95003,REP
15892,50.0,20601,REP
15893,50.0,20601,REP
15894,20.0,53208,REP
15895,110.0,33037,REP
15896,100.0,13039,REP
15897,100.0,22039,REP
15898,75.0,97701,REP
15899,25.0,7010,REP
15900,100.0,70433,REP
15901,25.0,55118,REP
15902,16.0,99827,REP
15903,10.0,76801,REP
15904,1000.0,55356,REP
15905,100.0,49423,REP
15906,50.0,11235,REP
15907,50.0,11235,REP
15908,50.0,76053,REP
15909,50.0,43021,REP
15910,75.0,33183,REP
15911,50.0,91784,REP
15912,50.0,40076,REP
15913,500.0,75205,REP
15914,200.0,17603,REP
15915,200.0,65622,REP
15916,40.0,73112,REP
15917,100.0,33060,REP
15918,50.0,85222,REP
15919,20.0,67437,REP
15920,100.0,10514,REP
15921,100.0,97030,REP
15922,25.0,11706,REP
15923,25.0,85218,REP
15924,100.0,68136,REP
15925,25.0,74016,REP
15926,1000.0,10538,REP
15927,25.0,45385,REP
15928,101.0,97352,REP
15929,500.0,46142,REP
15930,25.0,85302,REP
15931,30.0,93023,REP
15932,100.0,49034,REP
15933,100.0,68601,REP
15934,500.0,30092,REP
15935,50.0,68123,REP
15936,52.0,60093,REP
15937,50.0,66604,REP
15938,150.0,78676,REP
15939,25.0,37303,REP
15940,25.0,80112,REP
15941,50.0,98239,REP
15942,250.0,65616,REP
15943,250.0,65616,REP
15944,100.0,34986,REP
15945,100.0,58103,REP
15946,25.0,92596,REP
15947,25.0,70433,REP
15948,50.0,80033,REP
15949,50.0,19380,REP
15950,55.0,38732,REP
15951,25.0,56444,REP
15952,125.0,93720,REP
15953,30.0,35208,REP
15954,50.0,34994,REP
15955,100.0,75080,REP
15956,20.0,90805,REP
15957,40.0,55906,REP
15958,200.0,46290,REP
15959,16.0,43081,REP
15960,15.0,33884,REP
15961,1000.0,98006,REP
15962,101.0,80439,REP
15963,25.0,95503,REP
15964,30.0,81521,REP
15965,35.0,53946,REP
15966,100.0,38138,REP
15967,500.0,70815,REP
15968,100.0,48236,REP
15969,60.0,90275,REP
15970,50.0,85258,REP
15971,50.0,85258,REP
15972,50.0,85258,REP
15973,65.0,64402,REP
15974,500.0,77094,REP
15975,50.0,92082,REP
15976,25.0,18045,REP
15977,50.0,53818,REP
15978,200.0,97504,REP
15979,25.0,35173,REP
15980,5.0,30122,REP
15981,200.0,53092,REP
15982,25.0,80917,REP
15983,100.0,63105,REP
15984,500.0,63385,REP
15985,200.0,32963,REP
15986,100.0,91902,REP
15987,100.0,79356,REP
15988,20.0,76051,REP
15989,100.0,4043,REP
15990,20.0,53228,REP
15991,100.0,42718,REP
15992,20.0,95667,REP
15993,100.0,36522,REP
15994,25.0,15146,REP
15995,110.0,89052,REP
15996,20.0,53005,REP
15997,500.0,94920,REP
15998,50.0,84790,REP
15999,500.0,55037,REP
16000,51.0,76013,REP
16001,50.0,76013,REP
16002,100.0,30269,REP
16003,25.0,1504,REP
16004,505.0,57237,REP
16005,50.0,36330,REP
16006,50.0,33432,REP
16007,100.0,52403,REP
16008,20.0,33435,REP
16009,25.0,37076,REP
16010,50.0,75964,REP
16011,100.0,89511,REP
16012,1000.0,36360,REP
16013,250.0,34134,REP
16014,30.0,48306,REP
16015,25.0,60174,REP
16016,25.0,34239,REP
16017,250.0,75503,REP
16018,25.0,97123,REP
16019,200.0,92677,REP
16020,200.0,92677,REP
16021,25.0,19363,REP
16022,25.0,60302,REP
16023,100.0,73446,REP
16024,100.0,73446,REP
16025,50.0,73446,REP
16026,50.0,73446,REP
16027,50.0,73446,REP
16028,100.0,93210,REP
16029,250.0,55129,REP
16030,100.0,84098,REP
16031,100.0,7424,REP
16032,10.0,77081,REP
16033,25.0,1450,REP
16034,25.0,75150,REP
16035,25.0,80112,REP
16036,100.0,97035,REP
16037,50.0,22101,REP
16038,25.0,10024,REP
16039,25.0,12010,REP
16040,50.0,92561,REP
16041,100.0,77488,REP
16042,25.0,60079,REP
16043,180.0,95603,REP
16044,30.0,85263,REP
16045,100.0,43204,REP
16046,10.0,46385,REP
16047,25.0,7756,REP
16048,100.0,93955,REP
16049,50.0,62347,REP
16050,25.0,70068,REP
16051,50.0,80124,REP
16052,50.0,33037,REP
16053,25.0,63141,REP
16054,150.0,54540,REP
16055,50.0,97361,REP
16056,100.0,36608,REP
16057,60.0,29150,REP
16058,25.0,39120,REP
16059,100.0,53092,REP
16060,50.0,70130,REP
16061,100.0,70130,REP
16062,1.0,92612,REP
16063,200.0,78230,REP
16064,2300.0,6831,REP
16065,25.0,32321,REP
16066,25.0,96772,REP
16067,200.0,29464,REP
16068,20.0,32966,REP
16069,50.0,70447,REP
16070,25.0,72501,REP
16071,50.0,19073,REP
16072,200.0,46759,REP
16073,30.0,9128,REP
16074,25.0,75964,REP
16075,200.0,38401,REP
16076,300.0,38401,REP
16077,101.0,91910,REP
16078,50.0,3064,REP
16079,500.0,98335,REP
16080,100.0,35803,REP
16081,500.0,70005,REP
16082,30.0,92648,REP
16083,1000.0,39157,REP
16084,25.0,29412,REP
16085,25.0,35226,REP
16086,20.0,73034,REP
16087,50.0,7016,REP
16088,26.0,76126,REP
16089,200.0,85715,REP
16090,25.0,39330,REP
16091,30.0,53402,REP
16092,50.0,55305,REP
16093,25.0,77619,REP
16094,100.0,98942,REP
16095,100.0,89029,REP
16096,50.0,95236,REP
16097,10.0,23661,REP
16098,35.0,62010,REP
16099,100.0,92253,REP
16100,75.0,66502,REP
16101,50.0,81504,REP
16102,25.0,48651,REP
16103,150.0,85737,REP
16104,20.0,30005,REP
16105,100.0,92518,REP
16106,25.0,89128,REP
16107,50.0,39520,REP
16108,25.0,55305,REP
16109,15.0,85013,REP
16110,20.0,85345,REP
16111,200.0,39042,REP
16112,250.0,33572,REP
16113,50.0,85541,REP
16114,100.0,46706,REP
16115,500.0,93450,REP
16116,50.0,48009,REP
16117,250.0,35801,REP
16118,200.0,85614,REP
16119,52.0,99354,REP
16120,100.0,91321,REP
16121,11.0,81003,REP
16122,50.0,95540,REP
16123,50.0,53222,REP
16124,25.0,34231,REP
16125,26.0,65350,REP
16126,50.0,19010,REP
16127,25.0,22911,REP
16128,150.0,87504,REP
16129,30.0,81648,REP
16130,25.0,53597,REP
16131,250.0,2025,REP
16132,35.0,18445,REP
16133,60.0,66085,REP
16134,50.0,66018,REP
16135,30.0,92841,REP
16136,50.0,83854,REP
16137,50.0,55305,REP
16138,250.0,92653,REP
16139,250.0,92653,REP
16140,25.0,94591,REP
16141,25.0,78028,REP
16142,100.0,58104,REP
16143,100.0,18969,REP
16144,100.0,29920,REP
16145,100.0,75007,REP
16146,100.0,32817,REP
16147,20.0,47250,REP
16148,35.0,21030,REP
16149,50.0,73728,REP
16150,100.0,57744,REP
16151,50.0,7722,REP
16152,50.0,56065,REP
16153,165.0,46507,REP
16154,10.0,55082,REP
16155,25.0,36312,REP
16156,100.0,49503,REP
16157,46.0,81623,REP
16158,100.0,8540,REP
16159,50.0,93637,REP
16160,80.0,30213,REP
16161,35.0,78669,REP
16162,25.0,34221,REP
16163,100.0,966,REP
16164,50.0,78148,REP
16165,1000.0,76087,REP
16166,100.0,21204,REP
16167,500.0,77024,REP
16168,25.0,74859,REP
16169,25.0,70448,REP
16170,100.0,1824,REP
16171,100.0,86305,REP
16172,100.0,86305,REP
16173,5.0,36301,REP
16174,200.0,75935,REP
16175,25.0,33825,REP
16176,26.0,2632,REP
16177,25.0,1301,REP
16178,25.0,92707,REP
16179,25.0,2554,REP
16180,50.0,86326,REP
16181,100.0,70437,REP
16182,50.0,34287,REP
16183,25.0,78577,REP
16184,100.0,11570,REP
16185,500.0,39326,REP
16186,35.0,97526,REP
16187,50.0,55124,REP
16188,15.0,97504,REP
16189,50.0,32766,REP
16190,25.0,21229,REP
16191,25.0,15235,REP
16192,25.0,92591,REP
16193,75.0,33444,REP
16194,150.0,33444,REP
16195,25.0,90201,REP
16196,25.0,46182,REP
16197,50.0,12211,REP
16198,100.0,85268,REP
16199,100.0,92025,REP
16200,50.0,38002,REP
16201,50.0,36117,REP
16202,15.0,87499,REP
16203,50.0,70748,REP
16204,54.0,33173,REP
16205,25.0,2675,REP
16206,400.0,91711,REP
16207,100.0,21239,REP
16208,100.0,53228,REP
16209,150.0,34285,REP
16210,200.0,63044,REP
16211,25.0,1915,REP
16212,20.0,97404,REP
16213,25.0,46060,REP
16214,25.0,36301,REP
16215,50.0,33872,REP
16216,100.0,68521,REP
16217,25.0,59522,REP
16218,100.0,70361,REP
16219,100.0,3824,REP
16220,400.0,22407,REP
16221,100.0,91791,REP
16222,25.0,39206,REP
16223,200.0,80918,REP
16224,50.0,55347,REP
16225,225.0,14216,REP
16226,100.0,22151,REP
16227,45.0,93012,REP
16228,25.0,77062,REP
16229,100.0,38646,REP
16230,25.0,80919,REP
16231,200.0,85044,REP
16232,100.0,79601,REP
16233,40.0,81635,REP
16234,50.0,55426,REP
16235,50.0,33573,REP
16236,100.0,98006,REP
16237,25.0,86002,REP
16238,100.0,78704,REP
16239,50.0,66213,REP
16240,55.0,38851,REP
16241,75.0,3824,REP
16242,50.0,78232,REP
16243,50.0,96789,REP
16244,200.0,76092,REP
16245,50.0,55438,REP
16246,100.0,92660,REP
16247,50.0,93446,REP
16248,25.0,2891,REP
16249,200.0,53704,REP
16250,50.0,77089,REP
16251,100.0,32804,REP
16252,100.0,56308,REP
16253,25.0,56381,REP
16254,200.0,77024,REP
16255,25.0,78130,REP
16256,25.0,63379,REP
16257,25.0,53122,REP
16258,50.0,94560,REP
16259,35.0,72703,REP
16260,75.0,98370,REP
16261,2000.0,76710,REP
16262,100.0,93012,REP
16263,50.0,16351,REP
16264,25.0,53132,REP
16265,1.0,97116,REP
16266,50.0,59261,REP
16267,50.0,37663,REP
16268,100.0,56288,REP
16269,25.0,17602,REP
16270,150.0,7042,REP
16271,200.0,54115,REP
16272,20.0,72215,REP
16273,200.0,71854,REP
16274,100.0,92672,REP
16275,30.0,95531,REP
16276,1000.0,38120,REP
16277,25.0,32780,REP
16278,500.0,77005,REP
16279,200.0,30024,REP
16280,100.0,77515,REP
16281,500.0,22307,REP
16282,25.0,87114,REP
16283,100.0,90277,REP
16284,100.0,43528,REP
16285,300.0,60712,REP
16286,25.0,6401,REP
16287,25.0,43082,REP
16288,100.0,15227,REP
16289,15.0,18036,REP
16290,100.0,33436,REP
16291,500.0,33156,REP
16292,500.0,97225,REP
16293,400.0,66217,REP
16294,16.0,98312,REP
16295,20.0,60162,REP
16296,500.0,30504,REP
16297,50.0,98607,REP
16298,35.0,31410,REP
16299,25.0,99801,REP
16300,2300.0,48009,REP
16301,25.0,97137,REP
16302,100.0,90049,REP
16303,15.0,49464,REP
16304,100.0,85538,REP
16305,11.8,96809,REP
16306,25.0,34235,REP
16307,25.0,40241,REP
16308,100.0,57533,REP
16309,500.0,1845,REP
16310,50.0,66209,REP
16311,40.0,34134,REP
16312,100.0,3063,REP
16313,100.0,44143,REP
16314,40.0,97601,REP
16315,20.0,55731,REP
16316,50.0,21677,REP
16317,50.0,21677,REP
16318,100.0,33809,REP
16319,15.0,1930,REP
16320,100.0,28277,REP
16321,100.0,6850,REP
16322,5.0,78228,REP
16323,50.0,48167,REP
16324,25.0,48167,REP
16325,500.0,27513,REP
16326,40.0,22603,REP
16327,35.0,22603,REP
16328,100.0,30003,REP
16329,20.0,49341,REP
16330,50.0,93455,REP
16331,100.0,32708,REP
16332,100.0,71953,REP
16333,50.0,98937,REP
16334,25.0,29150,REP
16335,25.0,72638,REP
16336,100.0,85260,REP
16337,15.0,30269,REP
16338,35.0,40207,REP
16339,25.0,68516,REP
16340,25.0,68516,REP
16341,25.0,80816,REP
16342,50.0,35902,REP
16343,1000.0,2493,REP
16344,65.0,95648,REP
16345,50.0,93035,REP
16346,100.0,97504,REP
16347,50.0,85338,REP
16348,50.0,33772,REP
16349,15.0,32503,REP
16350,25.0,33950,REP
16351,100.0,77015,REP
16352,50.0,90068,REP
16353,30.0,98516,REP
16354,25.0,53122,REP
16355,1000.0,77005,REP
16356,25.0,46902,REP
16357,100.0,70808,REP
16358,50.0,2806,REP
16359,250.0,93420,REP
16360,500.0,49424,REP
16361,20.0,93065,REP
16362,100.0,33460,REP
16363,100.0,55113,REP
16364,50.0,5051,REP
16365,20.0,78736,REP
16366,200.0,90293,REP
16367,20.0,98635,REP
16368,50.0,24066,REP
16369,25.0,96762,REP
16370,50.0,71241,REP
16371,1000.0,72653,REP
16372,35.0,77651,REP
16373,35.0,77065,REP
16374,25.0,34203,REP
16375,50.0,39422,REP
16376,25.0,55447,REP
16377,25.0,55447,REP
16378,25.0,11106,REP
16379,100.0,91436,REP
16380,50.0,34231,REP
16381,20.0,44107,REP
16382,1000.0,11530,REP
16383,25.0,81523,REP
16384,50.0,97013,REP
16385,25.0,66214,REP
16386,25.0,32656,REP
16387,25.0,48626,REP
16388,2300.0,20016,REP
16389,1000.0,91206,REP
16390,-50.0,36608,REP
16391,-500.0,32174,REP
16392,-2000.0,7733,REP
16393,-15.0,35216,REP
16394,-15.0,35216,REP
16395,-15.0,35216,REP
16396,-100.0,98290,REP
16397,-200.0,77224,REP
16398,-400.0,28403,REP
16399,-400.0,28403,REP
16400,-500.0,30080,REP
16401,-2000.0,98009,REP
16402,-500.0,62918,REP
16403,-1000.0,32853,REP
16404,-201.0,85019,REP
16405,-50.0,87701,REP
16406,-100.0,32507,REP
16407,-500.0,32217,REP
16408,-250.0,61704,REP
16409,-100.0,70131,REP
16410,-50.0,97520,REP
16411,-500.0,57103,REP
16412,-200.0,60542,REP
16413,-150.0,33156,REP
16414,-50.0,39120,REP
16415,-100.0,7730,REP
16416,-500.0,95821,REP
16417,-25.0,85340,REP
16418,-100.0,66604,REP
16419,-45.0,75075,REP
16420,-25.0,70663,REP
16421,-300.0,92677,REP
16422,-500.0,61008,REP
16423,-500.0,19010,REP
16424,-2300.0,87199,REP
16425,-50.0,94024,REP
16426,-2300.0,35243,REP
16427,-25.0,6762,REP
16428,-2000.0,2493,REP
16429,-2300.0,33477,REP
16430,-250.0,86332,REP
16431,-1000.0,85014,REP
16432,-300.0,80121,REP
16433,-500.0,81520,REP
16434,-100.0,19343,REP
16435,-300.0,23805,REP
16436,-125.0,85253,REP
16437,-250.0,39367,REP
16438,-20.0,62293,REP
16439,-500.0,85253,REP
16440,-600.0,80111,REP
16441,-500.0,56281,REP
16442,-1000.0,65201,REP
16443,-50.0,99510,REP
16444,-100.0,66502,REP
16445,-50.0,75904,REP
16446,-100.0,55119,REP
16447,-500.0,78610,REP
16448,-100.0,41102,REP
16449,-500.0,92860,REP
16450,-100.0,36804,REP
16451,-500.0,71115,REP
16452,-2300.0,81001,REP
16453,-50.0,92101,REP
16454,-50.0,92101,REP
16455,-500.0,33408,REP
16456,-250.0,40701,REP
16457,-100.0,93105,REP
16458,-400.0,75503,REP
16459,-2000.0,11743,REP
16460,-250.0,29063,REP
16461,-300.0,75093,REP
16462,-250.0,65775,REP
16463,-100.0,61362,REP
16464,-500.0,23229,REP
16465,-201.0,95963,REP
16466,-50.0,78404,REP
16467,-250.0,74006,REP
16468,-500.0,39568,REP
16469,-500.0,46135,REP
16470,-100.0,32233,REP
16471,-200.0,97107,REP
16472,-100.0,48650,REP
16473,-1000.0,39211,REP
16474,-500.0,76450,REP
16475,-50.0,90005,REP
16476,-221.0,39201,REP
16477,-201.0,53149,REP
16478,-25.0,77571,REP
